index,title,type,year,rating,imdb_score,rotten_score,decade,imdb_bucket,genres_Action_Adventure,genres_Animation,genres_Biography,genres_Children,genres_Comedy,genres_Crime,genres_Cult,genres_Documentary,genres_Drama,genres_Family,genres_Fantasy,genres_Food,genres_Game Show,genres_History,genres_Horror,genres_Independent,genres_LGBTQ,genres_Musical,genres_Mystery,genres_Reality,genres_Romance,genres_Science_Fiction,genres_Sport,genres_Stand_up_Talk,genres_Thriller,genres_Travel,platforms_acorntv,platforms_amazon_prime,platforms_cinemax,platforms_epix,platforms_fandor,platforms_free,platforms_fubo_tv,platforms_hbo,platforms_hbo_max,platforms_hoopla,platforms_hulu_plus,platforms_kanopy,platforms_netflix,platforms_shoutfactorytv,platforms_sundancenow,platforms_syfy_tveverywhere,platforms_tlc_go,platforms_viceland_tve
675,Iron Jawed Angels,,2004,PG-13/TV-14,7.5,,2000-2009,7.01-7.50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
676,Eyewitness,,1981,R/TV-MA,6.0,75.0,1980-1989,5.01-6.00,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
677,John from Cincinnati,TV,2007,,7.1,58.0,2000-2009,7.01-7.50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
678,Havana,,1990,R/TV-MA,6.1,28.0,1990-1999,6.01-7.00,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
679,Brillo Box (3¢ off),,2016,,7.1,86.0,2010-2019,7.01-7.50,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
680,The Lonely Guy,,1984,R/TV-MA,6.3,48.0,1980-1989,6.01-7.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
681,Xanadu,,1980,PG/TV-PG,5.2,27.0,1980-1989,5.01-6.00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
682,"Bright Lights, Big City",,1988,R/TV-MA,5.7,60.0,1980-1989,5.01-6.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
683,Unlocking the Cage,,2016,PG-13/TV-14,7.0,82.0,2010-2019,6.01-7.00,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
684,Empowered,,2018,,5.8,71.0,2010-2019,5.01-6.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
685,Volunteers,,1985,R/TV-MA,5.5,58.0,1980-1989,5.01-6.00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
686,D3: The Mighty Ducks,,1996,PG/TV-PG,5.5,20.0,1990-1999,5.01-6.00,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
687,The Case Against Adnan Syed,TV,2019,PG-13/TV-14,6.6,82.0,2010-2019,6.01-7.00,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
688,Arthur Miller: Writer,,2017,PG/TV-PG,7.3,91.0,2010-2019,7.01-7.50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
689,Picture Perfect,,1997,PG-13/TV-14,5.5,48.0,1990-1999,5.01-6.00,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
690,The Electric Company,TV,1971,G/TV-G,8.1,,1970-1979,8.01-8.50,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
691,The Electric Company,TV,1971,G/TV-G,8.1,,1970-1979,8.01-8.50,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
692,The Electric Company,TV,2009,,7.3,,2000-2009,7.01-7.50,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
693,The Electric Company,TV,2009,,7.3,,2000-2009,7.01-7.50,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
694,Home Alone 3,,1997,PG/TV-PG,4.5,29.0,1990-1999,0-5.00,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
695,Hemingway & Gellhorn,,2012,R/TV-MA,6.3,50.0,2010-2019,6.01-7.00,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
696,Boy Interrupted,,2009,,7.9,,2000-2009,7.51-8.00,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
697,Capadocia,TV,2008,R/TV-MA,8.1,,2000-2009,8.01-8.50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
698,Ramy Youssef: Feelings,,2019,,6.9,100.0,2010-2019,6.01-7.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
699,Five Days,TV,2007,R/TV-MA,6.7,78.0,2000-2009,6.01-7.00,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
700,Share,,2019,R/TV-MA,5.6,83.0,2010-2019,5.01-6.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
701,Grisse,TV,2018,,6.0,,2010-2019,5.01-6.00,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
702,Gary Gulman: The Great Depresh,,2019,,7.6,100.0,2010-2019,7.51-8.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
703,Manhunt: The Inside Story of the Hunt for Bin Laden,,2013,PG-13/TV-14,6.9,57.0,2010-2019,6.01-7.00,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
704,The Sleepers,TV,2019,,7.9,,2010-2019,7.51-8.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
705,Witness Protection,,1999,R/TV-MA,6.2,60.0,1990-1999,6.01-7.00,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
706,Bury My Heart at Wounded Knee,,2007,PG-13/TV-14,7.1,,2000-2009,7.01-7.50,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
707,Almost Heroes,,1998,PG-13/TV-14,5.9,8.0,1990-1999,5.01-6.00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
708,Cinema Verite,,2011,PG-13/TV-14,6.5,61.0,2010-2019,6.01-7.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
709,Overnight Delivery,,1998,PG-13/TV-14,6.1,43.0,1990-1999,6.01-7.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
710,Traffic Stop,,2017,PG-13/TV-14,5.3,100.0,2010-2019,5.01-6.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
711,The Odd Couple II,,1998,PG-13/TV-14,6.5,27.0,1990-1999,6.01-7.00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
712,Everyone's Hero,,2006,G/TV-G,5.7,42.0,2000-2009,5.01-6.00,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
713,Three to Tango,,1999,PG-13/TV-14,6.0,28.0,1990-1999,5.01-6.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
714,54,,1998,R/TV-MA,5.9,17.0,1990-1999,5.01-6.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
715,Journeys with George,,2002,,6.8,82.0,2000-2009,6.01-7.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
716,Fahrenheit 451,,2018,PG-13/TV-14,4.9,33.0,2010-2019,0-5.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
717,Alvin and the Chipmunks: Chipwrecked,,2011,G/TV-G,4.3,12.0,2010-2019,0-5.00,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
718,Martin Lawrence: You So Crazy,,1994,,6.7,50.0,1990-1999,6.01-7.00,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
719,Amy Schumer: Live at the Apollo,,2015,R/TV-MA,5.6,90.0,2010-2019,5.01-6.00,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
720,Drew Michael,,2018,R/TV-MA,5.4,100.0,2010-2019,5.01-6.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
721,Pulling Strings,,2013,PG/TV-PG,6.0,58.0,2010-2019,5.01-6.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
722,LOL,,2012,PG-13/TV-14,4.4,17.0,2010-2019,0-5.00,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
723,The Flintstones,,1994,PG/TV-PG,4.9,22.0,1990-1999,0-5.00,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
724,The Bronze Garden,TV,2017,R/TV-MA,8.0,,2010-2019,7.51-8.00,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
725,Red Planet,,2000,PG-13/TV-14,5.7,14.0,2000-2009,5.01-6.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
726,Real Sex,TV,1992,R/TV-MA,6.7,,1990-1999,6.01-7.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
727,Dane Cook: Vicious Circle,,2006,R/TV-MA,6.7,,2000-2009,6.01-7.00,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
728,Mr. Wonderful,,1993,PG-13/TV-14,5.9,52.0,1990-1999,5.01-6.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
729,Blinded by the Lights,TV,2018,,7.8,,2010-2019,7.51-8.00,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
730,The Casual Vacancy,TV,2015,,6.6,58.0,2010-2019,6.01-7.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
731,Season of the Witch,,2011,PG-13/TV-14,5.4,11.0,2010-2019,5.01-6.00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
732,The Woman in Red,,1984,PG-13/TV-14,6.0,35.0,1980-1989,5.01-6.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
733,Elvis Presley: The Searcher,,2018,PG/TV-PG,7.7,96.0,2010-2019,7.51-8.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
734,The Pentagon Wars,,1998,R/TV-MA,7.3,,1990-1999,7.01-7.50,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
735,The No. 1 Ladies' Detective Agency,TV,2009,PG/TV-PG,8.2,,2000-2009,8.01-8.50,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
736,"Welcome Home, Roxy Carmichael",,1990,PG-13/TV-14,5.9,44.0,1990-1999,5.01-6.00,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
737,A Price Above Rubies,,1998,R/TV-MA,6.5,57.0,1990-1999,6.01-7.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
738,A Girl in the River: The Price of Forgiveness,,2015,PG/TV-PG,7.9,,2010-2019,7.51-8.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
739,Leaving Neverland,,2019,R/TV-MA,7.0,,2010-2019,6.01-7.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
740,Meet the Donors: Does Money Talk?,,2016,,6.4,80.0,2010-2019,6.01-7.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
741,Mike Tyson: Undisputed Truth,,2013,R/TV-MA,7.4,,2010-2019,7.01-7.50,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
742,Wedding Daze,,2006,R/TV-MA,5.6,33.0,2000-2009,5.01-6.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
743,There's Something Wrong with Aunt Diane,,2011,R/TV-MA,6.7,,2010-2019,6.01-7.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
744,Phil Spector,,2013,R/TV-MA,6.2,50.0,2010-2019,6.01-7.00,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
745,Billy Crystal: 700 Sundays,,2014,R/TV-MA,8.4,,2010-2019,8.01-8.50,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
746,When Trumpets Fade,,1998,R/TV-MA,7.1,,1990-1999,7.01-7.50,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
747,Carrie Fisher: Wishful Drinking,,2010,R/TV-MA,7.6,,2010-2019,7.51-8.00,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
748,Empire Falls,TV,2005,PG-13/TV-14,7.3,,2000-2009,7.01-7.50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
749,Empire Falls,TV,2005,PG-13/TV-14,7.3,,2000-2009,7.01-7.50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
750,Empire Falls,,2005,PG-13/TV-14,7.3,,2000-2009,7.01-7.50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
751,Empire Falls,,2005,PG-13/TV-14,7.3,,2000-2009,7.01-7.50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
752,Doll & Em,TV,2014,,6.5,62.0,2010-2019,6.01-7.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
753,Becoming Mike Nichols,,2016,PG-13/TV-14,7.1,70.0,2010-2019,7.01-7.50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
754,We Stand Alone Together,,2001,PG/TV-PG,8.6,,2000-2009,8.51-9.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
755,Lucy in the Sky,,2019,R/TV-MA,4.7,21.0,2010-2019,0-5.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
756,Beverly Hills Chihuahua,,2008,PG/TV-PG,3.8,41.0,2000-2009,0-5.00,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
757,Big Momma's House 2,,2006,PG-13/TV-14,4.7,6.0,2000-2009,0-5.00,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
758,2 Dope Queens,TV,2018,PG-13/TV-14,5.5,94.0,2010-2019,5.01-6.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
759,Kingdom Come,,2001,PG/TV-PG,5.6,28.0,2000-2009,5.01-6.00,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
760,As You Like It,,2006,PG/TV-PG,6.2,36.0,2000-2009,6.01-7.00,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
761,Random Acts of Flyness,TV,2018,R/TV-MA,6.3,100.0,2010-2019,6.01-7.00,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
762,The Zen Diaries of Garry Shandling,,2018,PG-13/TV-14,8.4,,2010-2019,8.01-8.50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
763,Mobsters,,1991,R/TV-MA,6.0,6.0,1990-1999,5.01-6.00,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
764,Into the Storm,,2009,PG/TV-PG,7.1,,2000-2009,7.01-7.50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
765,Sr. Ávila,TV,2013,R/TV-MA,8.3,,2010-2019,8.01-8.50,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
766,Jim Jefferies: I Swear to God,,2009,R/TV-MA,8.2,,2000-2009,8.01-8.50,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
767,Ferrell Takes the Field,,2015,PG-13/TV-14,5.8,71.0,2010-2019,5.01-6.00,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
768,Switch,,1991,R/TV-MA,5.8,32.0,1990-1999,5.01-6.00,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
769,Hard,TV,2020,R/TV-MA,6.2,,2020-2029,6.01-7.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
770,Bordertown,,2007,R/TV-MA,6.1,,2000-2009,6.01-7.00,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
771,The Skulls,,2000,PG-13/TV-14,5.6,9.0,2000-2009,5.01-6.00,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
772,Saving Face,,2012,,8.0,,2010-2019,7.51-8.00,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
773,Indictment: The McMartin Trial,,1995,R/TV-MA,7.6,,1990-1999,7.51-8.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
774,The Thing About My Folks,,2005,PG-13/TV-14,6.5,45.0,2000-2009,6.01-7.00,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
775,Holy Rollers,,2010,R/TV-MA,5.9,52.0,2010-2019,5.01-6.00,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0
776,Folklore,TV,2018,,5.7,88.0,2010-2019,5.01-6.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
